time,ts_utc,ts_et,open,high,low,close
1754332200,2025-08-04 18:30:00+00:00,2025-08-04 14:30:00,23265.25,23277.5,23255.5,23260.25
1754333100,2025-08-04 18:45:00+00:00,2025-08-04 14:45:00,23260.75,23266.0,23256.25,23261.25
1754334000,2025-08-04 19:00:00+00:00,2025-08-04 15:00:00,23261.0,23276.25,23253.75,23272.75
1754334900,2025-08-04 19:15:00+00:00,2025-08-04 15:15:00,23272.75,23299.0,23265.5,23266.5
1754335800,2025-08-04 19:30:00+00:00,2025-08-04 15:30:00,23266.5,23278.0,23252.5,23268.75
1754336700,2025-08-04 19:45:00+00:00,2025-08-04 15:45:00,23268.25,23308.0,23262.5,23296.75
1754337600,2025-08-04 20:00:00+00:00,2025-08-04 16:00:00,23297.0,23338.75,23284.5,23334.75
1754338500,2025-08-04 20:15:00+00:00,2025-08-04 16:15:00,23334.75,23339.75,23325.75,23336.0
1754339400,2025-08-04 20:30:00+00:00,2025-08-04 16:30:00,23336.0,23353.25,23332.5,23347.25
1754340300,2025-08-04 20:45:00+00:00,2025-08-04 16:45:00,23347.0,23353.75,23338.25,23351.5
1754344800,2025-08-04 22:00:00+00:00,2025-08-04 18:00:00,23352.5,23363.25,23334.5,23336.0
1754345700,2025-08-04 22:15:00+00:00,2025-08-04 18:15:00,23336.75,23340.75,23324.5,23326.25
1754346600,2025-08-04 22:30:00+00:00,2025-08-04 18:30:00,23326.75,23329.75,23316.5,23324.25
1754347500,2025-08-04 22:45:00+00:00,2025-08-04 18:45:00,23323.75,23331.0,23320.75,23326.5
1754348400,2025-08-04 23:00:00+00:00,2025-08-04 19:00:00,23327.0,23340.5,23324.75,23339.0
1754349300,2025-08-04 23:15:00+00:00,2025-08-04 19:15:00,23339.0,23349.5,23322.75,23326.0
1754350200,2025-08-04 23:30:00+00:00,2025-08-04 19:30:00,23326.5,23332.75,23314.0,23330.75
1754351100,2025-08-04 23:45:00+00:00,2025-08-04 19:45:00,23331.0,23336.0,23321.75,23334.0
1754352000,2025-08-05 00:00:00+00:00,2025-08-04 20:00:00,23334.0,23334.75,23322.75,23325.25
1754352900,2025-08-05 00:15:00+00:00,2025-08-04 20:15:00,23324.5,23326.5,23314.25,23323.0
1754353800,2025-08-05 00:30:00+00:00,2025-08-04 20:30:00,23323.0,23346.75,23322.0,23341.75
1754354700,2025-08-05 00:45:00+00:00,2025-08-04 20:45:00,23342.0,23374.75,23331.75,23347.25
1754355600,2025-08-05 01:00:00+00:00,2025-08-04 21:00:00,23347.0,23372.5,23345.0,23358.0
1754356500,2025-08-05 01:15:00+00:00,2025-08-04 21:15:00,23357.5,23357.5,23337.25,23346.75
1754357400,2025-08-05 01:30:00+00:00,2025-08-04 21:30:00,23346.0,23354.75,23335.5,23353.5
1754358300,2025-08-05 01:45:00+00:00,2025-08-04 21:45:00,23353.5,23354.25,23335.0,23340.5
1754359200,2025-08-05 02:00:00+00:00,2025-08-04 22:00:00,23340.75,23346.0,23336.0,23337.0
1754360100,2025-08-05 02:15:00+00:00,2025-08-04 22:15:00,23337.0,23340.25,23332.5,23336.0
1754361000,2025-08-05 02:30:00+00:00,2025-08-04 22:30:00,23336.5,23348.0,23335.0,23338.5
1754361900,2025-08-05 02:45:00+00:00,2025-08-04 22:45:00,23338.5,23344.75,23333.25,23340.75
1754362800,2025-08-05 03:00:00+00:00,2025-08-04 23:00:00,23340.75,23343.25,23331.75,23336.25
1754363700,2025-08-05 03:15:00+00:00,2025-08-04 23:15:00,23336.0,23341.25,23324.25,23334.5
1754364600,2025-08-05 03:30:00+00:00,2025-08-04 23:30:00,23335.0,23361.25,23335.0,23352.0
1754365500,2025-08-05 03:45:00+00:00,2025-08-04 23:45:00,23352.25,23357.25,23342.0,23342.75
1754366400,2025-08-05 04:00:00+00:00,2025-08-05 00:00:00,23342.25,23345.5,23337.5,23340.0
