time,ts_utc,ts_et,open,high,low,close,volume
1758862800,2025-09-26 05:00:00+00:00,2025-09-26 01:00:00,24581,24598,24577.8,24591.2,3272
1758863700,2025-09-26 05:15:00+00:00,2025-09-26 01:15:00,24591,24607.2,24591,24604,1961
1758864600,2025-09-26 05:30:00+00:00,2025-09-26 01:30:00,24604.2,24613.2,24593.2,24609.2,3013
1758865500,2025-09-26 05:45:00+00:00,2025-09-26 01:45:00,24609.5,24618,24601.5,24615.8,2983
1758866400,2025-09-26 06:00:00+00:00,2025-09-26 02:00:00,24615.8,24658.8,24611.2,24658.5,7437
1758867300,2025-09-26 06:15:00+00:00,2025-09-26 02:15:00,24658.2,24671.5,24655.2,24664.8,7169
1758868200,2025-09-26 06:30:00+00:00,2025-09-26 02:30:00,24665,24665.8,24644.5,24651.5,5501
1758869100,2025-09-26 06:45:00+00:00,2025-09-26 02:45:00,24651.2,24657.8,24640.2,24649.2,4157
1758870000,2025-09-26 07:00:00+00:00,2025-09-26 03:00:00,24649.5,24662.5,24638.2,24657.2,6968
1758870900,2025-09-26 07:15:00+00:00,2025-09-26 03:15:00,24657,24670.8,24629.5,24669.8,8090
1758871800,2025-09-26 07:30:00+00:00,2025-09-26 03:30:00,24669.2,24671.2,24648.2,24658,5059
1758872700,2025-09-26 07:45:00+00:00,2025-09-26 03:45:00,24657.8,24664.8,24634.5,24646.5,4403
1758873600,2025-09-26 08:00:00+00:00,2025-09-26 04:00:00,24647.5,24655.8,24638.5,24652.5,4343
1758874500,2025-09-26 08:15:00+00:00,2025-09-26 04:15:00,24652.5,24659.2,24629.8,24637.2,4573
1758875400,2025-09-26 08:30:00+00:00,2025-09-26 04:30:00,24637,24641.5,24619,24620.8,4776
1758876300,2025-09-26 08:45:00+00:00,2025-09-26 04:45:00,24621.2,24623.8,24584.8,24585.5,8962
1758877200,2025-09-26 09:00:00+00:00,2025-09-26 05:00:00,24585.2,24613.8,24568.2,24613.5,10790
1758878100,2025-09-26 09:15:00+00:00,2025-09-26 05:15:00,24613.5,24615.5,24588.8,24591.5,5775
1758879000,2025-09-26 09:30:00+00:00,2025-09-26 05:30:00,24591,24605.2,24590.5,24603.5,3868
1758879900,2025-09-26 09:45:00+00:00,2025-09-26 05:45:00,24604.2,24619.8,24601.2,24616.2,3675
1758880800,2025-09-26 10:00:00+00:00,2025-09-26 06:00:00,24616.5,24628,24588.5,24602.8,6838
1758881700,2025-09-26 10:15:00+00:00,2025-09-26 06:15:00,24602.5,24607,24591.8,24592.8,3992
1758882600,2025-09-26 10:30:00+00:00,2025-09-26 06:30:00,24593.2,24597.8,24584,24588.5,3828
1758883500,2025-09-26 10:45:00+00:00,2025-09-26 06:45:00,24588.5,24600.5,24585,24599,3517
1758884400,2025-09-26 11:00:00+00:00,2025-09-26 07:00:00,24599,24628.5,24598,24621.2,6576
1758885300,2025-09-26 11:15:00+00:00,2025-09-26 07:15:00,24620.8,24622,24590,24606.5,7333
1758886200,2025-09-26 11:30:00+00:00,2025-09-26 07:30:00,24606,24636.2,24600.2,24628.5,7206
1758887100,2025-09-26 11:45:00+00:00,2025-09-26 07:45:00,24629,24654,24625.8,24639,7166
1758888000,2025-09-26 12:00:00+00:00,2025-09-26 08:00:00,24639,24646,24628,24637.2,6624
1758888900,2025-09-26 12:15:00+00:00,2025-09-26 08:15:00,24637.5,24652,24636.2,24647.5,5809
1758889800,2025-09-26 12:30:00+00:00,2025-09-26 08:30:00,24647.5,24747.2,24640.8,24727.5,41793
1758890700,2025-09-26 12:45:00+00:00,2025-09-26 08:45:00,24727.2,24727.2,24681.2,24694,24797
1758891600,2025-09-26 13:00:00+00:00,2025-09-26 09:00:00,24694.2,24697.5,24661.5,24684,20152
1758892500,2025-09-26 13:15:00+00:00,2025-09-26 09:15:00,24684,24687,24652,24654.2,17355
1758893400,2025-09-26 13:30:00+00:00,2025-09-26 09:30:00,24654.2,24712.5,24596.8,24671.8,116714
1758894300,2025-09-26 13:45:00+00:00,2025-09-26 09:45:00,24671.5,24716,24643.5,24706.5,71710
1758895200,2025-09-26 14:00:00+00:00,2025-09-26 10:00:00,24706.2,24733.2,24589,24605.5,113974
1758896100,2025-09-26 14:15:00+00:00,2025-09-26 10:15:00,24605.8,24614.5,24520,24569.2,104920
1758897000,2025-09-26 14:30:00+00:00,2025-09-26 10:30:00,24569,24642.8,24539,24626.8,90140
1758897900,2025-09-26 14:45:00+00:00,2025-09-26 10:45:00,24626.8,24636.2,24550,24565.5,77890
1758898800,2025-09-26 15:00:00+00:00,2025-09-26 11:00:00,24565.5,24598.2,24552.5,24553,48406
1758899700,2025-09-26 15:15:00+00:00,2025-09-26 11:15:00,24553.2,24633.5,24545.5,24632,55807
1758900600,2025-09-26 15:30:00+00:00,2025-09-26 11:30:00,24632,24637,24587,24606.5,44808
1758901500,2025-09-26 15:45:00+00:00,2025-09-26 11:45:00,24606.5,24616.2,24575.2,24580.8,33673
1758902400,2025-09-26 16:00:00+00:00,2025-09-26 12:00:00,24581.2,24603.2,24568.2,24599.5,35295
1758903300,2025-09-26 16:15:00+00:00,2025-09-26 12:15:00,24598.8,24680.8,24595,24661.5,51847
1758904200,2025-09-26 16:30:00+00:00,2025-09-26 12:30:00,24661.2,24680,24642,24673.8,31500
1758905100,2025-09-26 16:45:00+00:00,2025-09-26 12:45:00,24673.5,24699.8,24659.5,24691,28157
1758906000,2025-09-26 17:00:00+00:00,2025-09-26 13:00:00,24691,24714,24683.8,24707,23830
1758906900,2025-09-26 17:15:00+00:00,2025-09-26 13:15:00,24707,24716.8,24690.2,24708.8,19767
1758907800,2025-09-26 17:30:00+00:00,2025-09-26 13:30:00,24709,24713.8,24691.2,24698.5,18583
1758908700,2025-09-26 17:45:00+00:00,2025-09-26 13:45:00,24699.2,24700,24665,24692,25706
1758909600,2025-09-26 18:00:00+00:00,2025-09-26 14:00:00,24692,24711.8,24671.5,24692.5,25778
1758910500,2025-09-26 18:15:00+00:00,2025-09-26 14:15:00,24691.8,24729.8,24691,24716,25994
1758911400,2025-09-26 18:30:00+00:00,2025-09-26 14:30:00,24715.8,24737,24710.8,24724,18942
1758912300,2025-09-26 18:45:00+00:00,2025-09-26 14:45:00,24724.2,24729,24701.8,24725.8,21199
1758913200,2025-09-26 19:00:00+00:00,2025-09-26 15:00:00,24725.5,24731,24709.8,24713.8,16067
1758914100,2025-09-26 19:15:00+00:00,2025-09-26 15:15:00,24714,24735.2,24707,24725.5,16020
1758915000,2025-09-26 19:30:00+00:00,2025-09-26 15:30:00,24725.5,24726.2,24712,24716,14463
1758915900,2025-09-26 19:45:00+00:00,2025-09-26 15:45:00,24716.2,24737.5,24699.5,24725.5,38133
1758916800,2025-09-26 20:00:00+00:00,2025-09-26 16:00:00,24725.2,24745.8,24720.8,24744.2,13622
1758917700,2025-09-26 20:15:00+00:00,2025-09-26 16:15:00,24744,24746.5,24736.8,24740.2,3869
1758918600,2025-09-26 20:30:00+00:00,2025-09-26 16:30:00,24740.2,24743,24734.8,24736.5,3012
1758919500,2025-09-26 20:45:00+00:00,2025-09-26 16:45:00,24736.5,24738,24723,24727.5,4032
1759096800,2025-09-28 22:00:00+00:00,2025-09-28 18:00:00,24727.2,24750.2,24723.8,24741.8,8204
1759097700,2025-09-28 22:15:00+00:00,2025-09-28 18:15:00,24742.2,24756.8,24740.5,24747,3612
1759098600,2025-09-28 22:30:00+00:00,2025-09-28 18:30:00,24746.2,24765,24740.2,24758.8,4313
1759099500,2025-09-28 22:45:00+00:00,2025-09-28 18:45:00,24758.5,24769.8,24755,24756,3733
1759100400,2025-09-28 23:00:00+00:00,2025-09-28 19:00:00,24755.8,24765.8,24755,24757.2,2576
1759101300,2025-09-28 23:15:00+00:00,2025-09-28 19:15:00,24757.2,24774.2,24754.5,24764.2,3704
1759102200,2025-09-28 23:30:00+00:00,2025-09-28 19:30:00,24764.8,24773.5,24758.2,24768,4850
1759103100,2025-09-28 23:45:00+00:00,2025-09-28 19:45:00,24768.8,24778,24764.2,24772.2,3530
1759104000,2025-09-29 00:00:00+00:00,2025-09-28 20:00:00,24772.2,24788,24764.5,24784.5,5707
1759104900,2025-09-29 00:15:00+00:00,2025-09-28 20:15:00,24784,24797.5,24780,24791.8,4245
1759105800,2025-09-29 00:30:00+00:00,2025-09-28 20:30:00,24791.8,24803.5,24787.2,24802,3447
1759106700,2025-09-29 00:45:00+00:00,2025-09-28 20:45:00,24802.5,24807,24792.5,24792.8,3701
1759107600,2025-09-29 01:00:00+00:00,2025-09-28 21:00:00,24792.8,24795,24774.5,24786,7163
1759108500,2025-09-29 01:15:00+00:00,2025-09-28 21:15:00,24785.5,24792,24783.5,24783.8,2914
1759109400,2025-09-29 01:30:00+00:00,2025-09-28 21:30:00,24784.2,24798,24781.5,24795.5,3872
1759110300,2025-09-29 01:45:00+00:00,2025-09-28 21:45:00,24795.8,24805,24789.5,24793.2,4232
1759111200,2025-09-29 02:00:00+00:00,2025-09-28 22:00:00,24792.8,24800.8,24786,24797,2591
1759112100,2025-09-29 02:15:00+00:00,2025-09-28 22:15:00,24797.2,24806.5,24796.5,24803.2,1975
1759113000,2025-09-29 02:30:00+00:00,2025-09-28 22:30:00,24803.8,24809,24800.5,24803.5,2608
1759113900,2025-09-29 02:45:00+00:00,2025-09-28 22:45:00,24803.8,24814.2,24803.5,24813.2,3662
1759114800,2025-09-29 03:00:00+00:00,2025-09-28 23:00:00,24813,24813.5,24806.2,24807.5,2335
1759115700,2025-09-29 03:15:00+00:00,2025-09-28 23:15:00,24807.2,24815.5,24804.8,24813.5,2108
1759116600,2025-09-29 03:30:00+00:00,2025-09-28 23:30:00,24813.2,24818,24811.2,24813.5,1955
1759117500,2025-09-29 03:45:00+00:00,2025-09-28 23:45:00,24813.2,24816.2,24810.2,24814.5,1436
1759118400,2025-09-29 04:00:00+00:00,2025-09-29 00:00:00,24814.8,24824.8,24812.8,24823.5,2784
1759119300,2025-09-29 04:15:00+00:00,2025-09-29 00:15:00,24823.2,24833.8,24822.8,24833.2,2723
1759120200,2025-09-29 04:30:00+00:00,2025-09-29 00:30:00,24833.5,24834.8,24830.5,24832.8,1591
1759121100,2025-09-29 04:45:00+00:00,2025-09-29 00:45:00,24833,24833.8,24827.8,24827.8,1651
1759122000,2025-09-29 05:00:00+00:00,2025-09-29 01:00:00,24828.2,24833,24822.8,24828.5,1936
1759122900,2025-09-29 05:15:00+00:00,2025-09-29 01:15:00,24828,24836,24825.8,24834.5,1816
1759123800,2025-09-29 05:30:00+00:00,2025-09-29 01:30:00,24834,24837.8,24827.5,24828.2,2208
1759124700,2025-09-29 05:45:00+00:00,2025-09-29 01:45:00,24828.8,24831.8,24821.2,24825.8,2305
1759125600,2025-09-29 06:00:00+00:00,2025-09-29 02:00:00,24826,24829,24812.5,24827,5067
1759126500,2025-09-29 06:15:00+00:00,2025-09-29 02:15:00,24827.5,24840.8,24825.5,24834,3761
1759127400,2025-09-29 06:30:00+00:00,2025-09-29 02:30:00,24834,24852,24833.5,24851.2,5262
1759128300,2025-09-29 06:45:00+00:00,2025-09-29 02:45:00,24851.2,24855.2,24842.2,24844.5,3806
1759129200,2025-09-29 07:00:00+00:00,2025-09-29 03:00:00,24844.5,24848.2,24823.2,24837.8,7722
1759130100,2025-09-29 07:15:00+00:00,2025-09-29 03:15:00,24838.2,24856,24833.8,24853,4633
1759131000,2025-09-29 07:30:00+00:00,2025-09-29 03:30:00,24853.8,24864,24849.8,24854.8,4845
1759131900,2025-09-29 07:45:00+00:00,2025-09-29 03:45:00,24854.8,24861.8,24846.2,24853.5,5152
1759132800,2025-09-29 08:00:00+00:00,2025-09-29 04:00:00,24853,24876.2,24851.5,24873.2,7752
1759133700,2025-09-29 08:15:00+00:00,2025-09-29 04:15:00,24873,24876.8,24865,24875,4247
1759134600,2025-09-29 08:30:00+00:00,2025-09-29 04:30:00,24875,24884.2,24871.8,24882.8,4154
1759135500,2025-09-29 08:45:00+00:00,2025-09-29 04:45:00,24882.8,24894.8,24881.2,24893.5,4168
1759136400,2025-09-29 09:00:00+00:00,2025-09-29 05:00:00,24894.2,24895.5,24886.2,24887,3517
1759137300,2025-09-29 09:15:00+00:00,2025-09-29 05:15:00,24887.5,24895.8,24883.2,24890.2,3125
1759138200,2025-09-29 09:30:00+00:00,2025-09-29 05:30:00,24890.2,24897.5,24882.5,24895,3424
1759139100,2025-09-29 09:45:00+00:00,2025-09-29 05:45:00,24895.5,24899,24871.5,24871.5,5391
1759140000,2025-09-29 10:00:00+00:00,2025-09-29 06:00:00,24872,24884.8,24865.5,24884,4881
1759140900,2025-09-29 10:15:00+00:00,2025-09-29 06:15:00,24883.8,24901.8,24883.5,24898.8,4638
1759141800,2025-09-29 10:30:00+00:00,2025-09-29 06:30:00,24898.8,24899.8,24883.8,24888,3545
1759142700,2025-09-29 10:45:00+00:00,2025-09-29 06:45:00,24887.8,24894.5,24884.5,24888.8,3134
1759143600,2025-09-29 11:00:00+00:00,2025-09-29 07:00:00,24889.5,24893.2,24861,24861,6804
1759144500,2025-09-29 11:15:00+00:00,2025-09-29 07:15:00,24861.5,24879.8,24858.2,24859.5,6566
1759145400,2025-09-29 11:30:00+00:00,2025-09-29 07:30:00,24859.5,24868,24854,24859.8,5843
1759146300,2025-09-29 11:45:00+00:00,2025-09-29 07:45:00,24859,24878.2,24855.8,24877,7622
1759147200,2025-09-29 12:00:00+00:00,2025-09-29 08:00:00,24876.8,24887.2,24863.2,24884,6573
1759148100,2025-09-29 12:15:00+00:00,2025-09-29 08:15:00,24884,24891.2,24879.2,24885.5,4654
1759149000,2025-09-29 12:30:00+00:00,2025-09-29 08:30:00,24886.8,24896.5,24882.8,24894.5,5097
1759149900,2025-09-29 12:45:00+00:00,2025-09-29 08:45:00,24894.5,24909.5,24893.8,24900,10779
1759150800,2025-09-29 13:00:00+00:00,2025-09-29 09:00:00,24899.5,24908.8,24883.5,24887,11756
1759151700,2025-09-29 13:15:00+00:00,2025-09-29 09:15:00,24888,24894,24845.8,24851.2,15928
1759152600,2025-09-29 13:30:00+00:00,2025-09-29 09:30:00,24851.2,24916,24848.2,24914.2,82962
1759153500,2025-09-29 13:45:00+00:00,2025-09-29 09:45:00,24914.2,24955,24913,24941.2,73731
1759154400,2025-09-29 14:00:00+00:00,2025-09-29 10:00:00,24941.8,24975,24919.5,24956.8,68900
1759155300,2025-09-29 14:15:00+00:00,2025-09-29 10:15:00,24956.8,24969.5,24917.2,24957.2,51384
1759156200,2025-09-29 14:30:00+00:00,2025-09-29 10:30:00,24957,24961.2,24935,24951.5,34945
1759157100,2025-09-29 14:45:00+00:00,2025-09-29 10:45:00,24951.2,24960.2,24922.5,24929.2,33735
1759158000,2025-09-29 15:00:00+00:00,2025-09-29 11:00:00,24929,24943.2,24891.2,24894,45713
1759158900,2025-09-29 15:15:00+00:00,2025-09-29 11:15:00,24894.2,24894.8,24861.5,24866.8,63991
1759159800,2025-09-29 15:30:00+00:00,2025-09-29 11:30:00,24866.8,24874,24836.5,24866.8,53076
1759160700,2025-09-29 15:45:00+00:00,2025-09-29 11:45:00,24866.8,24870,24830.8,24849,44553
1759161600,2025-09-29 16:00:00+00:00,2025-09-29 12:00:00,24849,24865.8,24825,24863,39579
1759162500,2025-09-29 16:15:00+00:00,2025-09-29 12:15:00,24863,24867.8,24825,24848.2,33460
1759163400,2025-09-29 16:30:00+00:00,2025-09-29 12:30:00,24848.5,24866.5,24839,24840.5,22898
1759164300,2025-09-29 16:45:00+00:00,2025-09-29 12:45:00,24840.2,24848,24821.2,24834.5,26449
1759165200,2025-09-29 17:00:00+00:00,2025-09-29 13:00:00,24834.8,24837,24800,24820.5,35375
1759166100,2025-09-29 17:15:00+00:00,2025-09-29 13:15:00,24820.5,24841.2,24815.2,24832.2,21471
1759167000,2025-09-29 17:30:00+00:00,2025-09-29 13:30:00,24832.5,24839.8,24815,24826.5,20354
1759167900,2025-09-29 17:45:00+00:00,2025-09-29 13:45:00,24826.2,24849.2,24823.2,24845.2,17343
1759168800,2025-09-29 18:00:00+00:00,2025-09-29 14:00:00,24845,24861.2,24840,24860.8,19307
1759169700,2025-09-29 18:15:00+00:00,2025-09-29 14:15:00,24860.2,24869.2,24853.8,24859.8,15947
1759170600,2025-09-29 18:30:00+00:00,2025-09-29 14:30:00,24860,24864,24834,24845.2,20816
1759171500,2025-09-29 18:45:00+00:00,2025-09-29 14:45:00,24845,24852.5,24837.8,24842.5,13754
1759172400,2025-09-29 19:00:00+00:00,2025-09-29 15:00:00,24842.8,24843,24805,24809.5,28046
1759173300,2025-09-29 19:15:00+00:00,2025-09-29 15:15:00,24810,24822,24780.5,24808.2,37793
1759174200,2025-09-29 19:30:00+00:00,2025-09-29 15:30:00,24807.8,24831,24800.2,24822.5,23515
1759175100,2025-09-29 19:45:00+00:00,2025-09-29 15:45:00,24822.5,24848.5,24822.5,24837.2,42708
1759176000,2025-09-29 20:00:00+00:00,2025-09-29 16:00:00,24837.5,24846.5,24826.8,24829.5,13453
1759176900,2025-09-29 20:15:00+00:00,2025-09-29 16:15:00,24829.8,24832.5,24823.2,24829.8,3901
1759177800,2025-09-29 20:30:00+00:00,2025-09-29 16:30:00,24829.8,24830,24820,24821.5,3010
1759178700,2025-09-29 20:45:00+00:00,2025-09-29 16:45:00,24821.5,24821.5,24805,24811.5,4090
1759183200,2025-09-29 22:00:00+00:00,2025-09-29 18:00:00,24812,24825,24810.2,24816.2,4406
1759184100,2025-09-29 22:15:00+00:00,2025-09-29 18:15:00,24815.8,24817,24807.8,24810.8,2004
1759185000,2025-09-29 22:30:00+00:00,2025-09-29 18:30:00,24810.5,24820.5,24810.2,24819.8,1651
1759185900,2025-09-29 22:45:00+00:00,2025-09-29 18:45:00,24819.8,24837.5,24819,24834.8,3319
1759186800,2025-09-29 23:00:00+00:00,2025-09-29 19:00:00,24834.2,24836.5,24825.8,24829.8,2046
1759187700,2025-09-29 23:15:00+00:00,2025-09-29 19:15:00,24829.5,24835,24828.2,24831.2,1330
1759188600,2025-09-29 23:30:00+00:00,2025-09-29 19:30:00,24831.2,24841.8,24831.2,24840.2,2309
1759189500,2025-09-29 23:45:00+00:00,2025-09-29 19:45:00,24840,24842,24821.8,24824,3154
1759190400,2025-09-30 00:00:00+00:00,2025-09-29 20:00:00,24823.5,24828.5,24805.5,24817.5,6385
1759191300,2025-09-30 00:15:00+00:00,2025-09-29 20:15:00,24817.8,24827.8,24815.5,24819.2,3121
1759192200,2025-09-30 00:30:00+00:00,2025-09-29 20:30:00,24819.2,24832.5,24817.2,24829.5,2498
1759193100,2025-09-30 00:45:00+00:00,2025-09-29 20:45:00,24829.5,24840.8,24826,24837,2929
1759194000,2025-09-30 01:00:00+00:00,2025-09-29 21:00:00,24837,24837.5,24818.2,24821.8,3768
1759194900,2025-09-30 01:15:00+00:00,2025-09-29 21:15:00,24822.5,24837,24819.5,24827.2,2346
1759195800,2025-09-30 01:30:00+00:00,2025-09-29 21:30:00,24827,24831,24817.2,24825.8,2458
1759196700,2025-09-30 01:45:00+00:00,2025-09-29 21:45:00,24825.5,24825.8,24810.5,24819.8,2617
1759197600,2025-09-30 02:00:00+00:00,2025-09-29 22:00:00,24820,24826,24817,24822.5,1611
1759198500,2025-09-30 02:15:00+00:00,2025-09-29 22:15:00,24822.8,24830.2,24822.8,24826.2,1512
1759199400,2025-09-30 02:30:00+00:00,2025-09-29 22:30:00,24826.2,24839.8,24820,24838,2575
1759200300,2025-09-30 02:45:00+00:00,2025-09-29 22:45:00,24838.5,24853.2,24834,24849.2,3555
1759201200,2025-09-30 03:00:00+00:00,2025-09-29 23:00:00,24849,24851.5,24840.5,24841.2,2323
1759202100,2025-09-30 03:15:00+00:00,2025-09-29 23:15:00,24841.5,24848.5,24839,24848,2051
1759203000,2025-09-30 03:30:00+00:00,2025-09-29 23:30:00,24848.2,24856.8,24845.5,24853,2899
1759203900,2025-09-30 03:45:00+00:00,2025-09-29 23:45:00,24852.5,24852.5,24841.5,24842.5,2748
1759204800,2025-09-30 04:00:00+00:00,2025-09-30 00:00:00,24842.8,24844.8,24837.8,24841.8,1673
1759205700,2025-09-30 04:15:00+00:00,2025-09-30 00:15:00,24841.5,24842.8,24825.5,24830.2,2212
1759206600,2025-09-30 04:30:00+00:00,2025-09-30 00:30:00,24830,24834.2,24823.5,24830,2195
1759207500,2025-09-30 04:45:00+00:00,2025-09-30 00:45:00,24830,24831.8,24822.8,24823,1123
1759208400,2025-09-30 05:00:00+00:00,2025-09-30 01:00:00,24823,24828.5,24815.2,24824.2,2873
1759209300,2025-09-30 05:15:00+00:00,2025-09-30 01:15:00,24825,24838.8,24824,24835,2076
1759210200,2025-09-30 05:30:00+00:00,2025-09-30 01:30:00,24835.2,24839.8,24824.2,24827.5,2292
1759211100,2025-09-30 05:45:00+00:00,2025-09-30 01:45:00,24827.2,24840.8,24827.2,24836,1993
1759212000,2025-09-30 06:00:00+00:00,2025-09-30 02:00:00,24836.5,24847,24829.5,24846.5,3378
1759212900,2025-09-30 06:15:00+00:00,2025-09-30 02:15:00,24847,24852,24842.8,24847,2257
1759213800,2025-09-30 06:30:00+00:00,2025-09-30 02:30:00,24847.8,24856,24834,24838.8,3559
1759214700,2025-09-30 06:45:00+00:00,2025-09-30 02:45:00,24839.5,24839.8,24809.8,24811.8,4518
1759215600,2025-09-30 07:00:00+00:00,2025-09-30 03:00:00,24812.2,24818.2,24790,24794.2,9264
1759216500,2025-09-30 07:15:00+00:00,2025-09-30 03:15:00,24794,24810.2,24785,24804.5,6417
1759217400,2025-09-30 07:30:00+00:00,2025-09-30 03:30:00,24804,24807.8,24754.2,24766,14533
1759218300,2025-09-30 07:45:00+00:00,2025-09-30 03:45:00,24766,24793,24761,24790.5,9607
1759219200,2025-09-30 08:00:00+00:00,2025-09-30 04:00:00,24790.2,24791,24762.8,24779.8,10463
1759220100,2025-09-30 08:15:00+00:00,2025-09-30 04:15:00,24779.8,24798.5,24779.5,24788.2,5949
1759221000,2025-09-30 08:30:00+00:00,2025-09-30 04:30:00,24788.5,24802,24785.5,24795.2,4786
1759221900,2025-09-30 08:45:00+00:00,2025-09-30 04:45:00,24796,24811.8,24793,24801.2,5293
1759222800,2025-09-30 09:00:00+00:00,2025-09-30 05:00:00,24800.8,24806.2,24789.2,24790.2,5823
1759223700,2025-09-30 09:15:00+00:00,2025-09-30 05:15:00,24790.8,24806.5,24786.8,24804.2,4545
1759224600,2025-09-30 09:30:00+00:00,2025-09-30 05:30:00,24804.8,24820.8,24793.8,24800.5,7192
1759225500,2025-09-30 09:45:00+00:00,2025-09-30 05:45:00,24800.8,24800.8,24786.8,24795,3908
1759226400,2025-09-30 10:00:00+00:00,2025-09-30 06:00:00,24794.5,24812.5,24789.8,24791.8,4899
1759227300,2025-09-30 10:15:00+00:00,2025-09-30 06:15:00,24791.8,24797,24780,24789.5,5276
1759228200,2025-09-30 10:30:00+00:00,2025-09-30 06:30:00,24790,24794.8,24774.2,24794.5,5090
1759229100,2025-09-30 10:45:00+00:00,2025-09-30 06:45:00,24794.2,24815.5,24794,24808,5774
1759230000,2025-09-30 11:00:00+00:00,2025-09-30 07:00:00,24807.8,24817.2,24797.5,24809,6163
1759230900,2025-09-30 11:15:00+00:00,2025-09-30 07:15:00,24809,24809,24793.8,24804.8,4251
1759231800,2025-09-30 11:30:00+00:00,2025-09-30 07:30:00,24804.5,24811.5,24800,24807.5,3140
1759232700,2025-09-30 11:45:00+00:00,2025-09-30 07:45:00,24807.8,24814.2,24789.5,24803.5,5326
1759233600,2025-09-30 12:00:00+00:00,2025-09-30 08:00:00,24803.8,24808.5,24788.5,24792.2,4895
1759234500,2025-09-30 12:15:00+00:00,2025-09-30 08:15:00,24792,24820,24789,24815.8,6011
1759235400,2025-09-30 12:30:00+00:00,2025-09-30 08:30:00,24815.8,24841.8,24811.5,24838.5,11477
1759236300,2025-09-30 12:45:00+00:00,2025-09-30 08:45:00,24838,24845,24831,24833.5,7985
1759237200,2025-09-30 13:00:00+00:00,2025-09-30 09:00:00,24833,24837,24815.8,24822.8,11679
1759238100,2025-09-30 13:15:00+00:00,2025-09-30 09:15:00,24821.8,24829.2,24812.5,24820.8,11577
1759239000,2025-09-30 13:30:00+00:00,2025-09-30 09:30:00,24820.5,24830.8,24741.2,24798,100972
1759239900,2025-09-30 13:45:00+00:00,2025-09-30 09:45:00,24797.8,24806.5,24722.5,24788.2,88748
1759240800,2025-09-30 14:00:00+00:00,2025-09-30 10:00:00,24788,24812.5,24746.2,24768.5,76598
1759241700,2025-09-30 14:15:00+00:00,2025-09-30 10:15:00,24768.2,24799.2,24761,24783.5,52792
1759242600,2025-09-30 14:30:00+00:00,2025-09-30 10:30:00,24783.8,24809.5,24752.2,24791.5,62452
1759243500,2025-09-30 14:45:00+00:00,2025-09-30 10:45:00,24791,24854.5,24790.5,24842.5,63015
1759244400,2025-09-30 15:00:00+00:00,2025-09-30 11:00:00,24842.5,24864,24826.5,24827.8,51196
1759245300,2025-09-30 15:15:00+00:00,2025-09-30 11:15:00,24828,24833.8,24755.5,24779.5,68067
1759246200,2025-09-30 15:30:00+00:00,2025-09-30 11:30:00,24779.8,24806,24762.5,24770.8,42787
1759247100,2025-09-30 15:45:00+00:00,2025-09-30 11:45:00,24772,24821.2,24764,24810.8,43947
1759248000,2025-09-30 16:00:00+00:00,2025-09-30 12:00:00,24810.5,24819.2,24778.5,24794.8,29368
1759248900,2025-09-30 16:15:00+00:00,2025-09-30 12:15:00,24795,24843.8,24788.5,24810.8,35424
1759249800,2025-09-30 16:30:00+00:00,2025-09-30 12:30:00,24810.8,24824.8,24796.5,24814.8,20270
1759250700,2025-09-30 16:45:00+00:00,2025-09-30 12:45:00,24814.8,24817,24771.8,24783.5,23793
1759251600,2025-09-30 17:00:00+00:00,2025-09-30 13:00:00,24783,24787.2,24753,24767.8,25875
1759252500,2025-09-30 17:15:00+00:00,2025-09-30 13:15:00,24767.2,24773.8,24733,24748.8,28937
1759253400,2025-09-30 17:30:00+00:00,2025-09-30 13:30:00,24748.5,24761,24731.2,24751.2,30854
1759254300,2025-09-30 17:45:00+00:00,2025-09-30 13:45:00,24751,24797.8,24750.2,24769,34820
1759255200,2025-09-30 18:00:00+00:00,2025-09-30 14:00:00,24768.5,24811.8,24762,24810.2,29160
1759256100,2025-09-30 18:15:00+00:00,2025-09-30 14:15:00,24810.2,24833.8,24801.8,24827.5,33591
1759257000,2025-09-30 18:30:00+00:00,2025-09-30 14:30:00,24827.2,24841.8,24815.8,24838.8,23344
1759257900,2025-09-30 18:45:00+00:00,2025-09-30 14:45:00,24838.8,24851.8,24833.2,24837.8,23703
1759258800,2025-09-30 19:00:00+00:00,2025-09-30 15:00:00,24838,24854,24828.8,24830,22801
1759259700,2025-09-30 19:15:00+00:00,2025-09-30 15:15:00,24830.5,24867,24821.5,24862,30660
1759260600,2025-09-30 19:30:00+00:00,2025-09-30 15:30:00,24861.5,24878.5,24835.5,24844.2,34019
1759261500,2025-09-30 19:45:00+00:00,2025-09-30 15:45:00,24844,24913.8,24843,24897.8,69864
1759262400,2025-09-30 20:00:00+00:00,2025-09-30 16:00:00,24898,24901.2,24857,24858,23668
1759263300,2025-09-30 20:15:00+00:00,2025-09-30 16:15:00,24857.8,24864,24848,24854.5,7442
1759264200,2025-09-30 20:30:00+00:00,2025-09-30 16:30:00,24854.8,24855.2,24834.5,24837.5,5273
1759265100,2025-09-30 20:45:00+00:00,2025-09-30 16:45:00,24837,24848.8,24836,24838.5,3728
1759269600,2025-09-30 22:00:00+00:00,2025-09-30 18:00:00,24844.5,24869,24836.5,24860.8,6174
1759270500,2025-09-30 22:15:00+00:00,2025-09-30 18:15:00,24860.5,24871.8,24855,24870.5,3748
